"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 175 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.9-rel-29512-01\tools\csc\csc.exe /noconfig @""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Blankpaper.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 175 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 191 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 192 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 201 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 212 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 212 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 223 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 164 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 164 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 164 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 164 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 165 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 166 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 166 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 168 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 168 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 169 MB."
"Message",Normal,"Running 'GetType' transform, heap at 169 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 169 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 170 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 170 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 172 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 172 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 178 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 179 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 184 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 184 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 184 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 184 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 190 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 190 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 190 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 190 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 190 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 190 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 190 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 191 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 191 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 192 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 218 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  7530 |        176 | Analysis"
"Message",Normal,"  1912 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  1433 |         23 | WriteAssemblies"
"Message",Normal,"   905 |        -14 | Mcg"
"Message",Normal,"   686 |        -59 | ReducedCopyComplete"
"Message",Normal,"   591 |         16 | ReducedCopyInitialize"
"Message",Normal,"   502 |         26 | Reducer"
"Message",Normal,"   440 |        -32 | DumpNativeResources"
"Message",Normal,"   137 |          9 | ReducedCopyPopulateTypes"
"Message",Normal,"   103 |         11 | ReducedCopyMethodBodies"
"Message",Normal,"    97 |         11 | ReducedCopyLateMetadata"
"Message",Normal,"    96 |          6 | CreateMetadata"
"Message",Normal,"    58 |          0 | ResourceExtractor"
"Message",Normal,"    48 |          2 | McgTypeOf"
"Message",Normal,"    45 |          5 | LazyGenerics"
"Message",Normal,"    44 |          1 | McgRedirect"
"Message",Normal,"    41 |          6 | StaticInitData"
"Message",Normal,"    35 |          2 | TypeofTypeHandle"
"Message",Normal,"    22 |          0 | McgRedirect"
"Message",Normal,"    17 |          0 | SaveRVAStatics"
"Message",Normal,"    11 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"    11 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"    10 |          1 | McgFixups"
"Message",Normal,"     7 |          0 | GetType"
"Message",Normal,"     6 |          1 | ValueType"
"Message",Normal,"     5 |          0 | ScrubOpenCalls"
"Message",Normal,"     4 |          1 | ReflectionIntrinsics"
"Message",Normal,"     4 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     4 |          1 | Delegate"
"Message",Normal,"     2 |          1 | McgAccessor"
"Message",Normal,"     2 |          0 | ReducedCopyCleanup"
"Message",Normal,"     1 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     1 |          0 | Attribute"
"Message",Normal,"     1 |          0 | EventSource"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.9-rel-29512-01\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.29512.01"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 762 methods."
"Message",Low,"Scanning 2322 methods."
"Message",Low,"Scanning 1107 methods."
"Message",Low,"Scanning 364 methods."
"Message",Low,"Scanning 189 methods."
"Message",Low,"Scanning 102 methods."
"Message",Low,"Scanning 58 methods."
"Message",Low,"Scanning 91 methods."
"Message",Low,"Scanning 23 methods."
"Message",Low,"Scanning 9 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5140 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   2180"
"Message",Low,"Metadata blob size:          116384"
"Message",Low,"Method RVA - token map size: 17440"
"Message",Low,"Total native size:           133824"
"Message",Low,"Successfully generated 'C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.9-rel-29512-01\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |     6344 |     6344 |     6328 |     6344 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       6344 ms"
"Message",Normal,"System time per command: 6344 ms"
"Message",Normal,"Total duration:          6328 ms"
"Message",Normal,"Total lifetime:          6344 ms"
"Message",Normal,"Requested DOP:           4"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       47 |       47 |       47 |       47 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       47 ms"
"Message",Normal,"System time per command: 47 ms"
"Message",Normal,"Total duration:          47 ms"
"Message",Normal,"Total lifetime:          47 ms"
"Message",Normal,"Requested DOP:           4"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\ILTransformed\Blankpaper.res' at offset 0."
"Message",Normal," Added 'C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1384."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.9-rel-29512-01\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\rhbindargs.Blankpaper.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.mdilexe"
"Message",Low,"MDILPDB: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.mdilpdb"
"Message",Low,"IL: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\MDIL\Blankpaper.ilexe"
"Message",Low,"NI: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Native\Blankpaper.dll"
"Message",Low,"SHIM: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Native\Blankpaper.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Native\Blankpaper.pdb"
"Message",Low,"Produced C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\Native\Blankpaper.dll in 1.025 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.9-rel-29512-01\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\James\source\repos\Nothing\Nothing\obj\x64\Release\ilc\intermediate\rhbindargs.Blankpaper.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     1062 |     1062 |     1062 |     1062 | [0] rhbind Blankpaper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       1062 ms"
"Message",Normal,"System time per command: 1062 ms"
"Message",Normal,"Total duration:          1062 ms"
"Message",Normal,"Total lifetime:          1062 ms"
"Message",Normal,"Requested DOP:           4"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
